id_log	timestamp	entidad	id_entidad	usuario	campo_modificado	valor_anterior	valor_nuevo
30	2026-01-12 16:12:20	Lead	14	sofia.martinez@swatsquad.com	Status	Contactado	En Seguimiento
31	2026-01-14 12:54:58	Lead	15	carlos.lopez@swatsquad.com	Status	Nuevo	Contactado
32	2026-01-15 13:54:58	Lead	15	roberto.silva@swatsquad.com	Status	Contactado	Perdido
33	2026-01-16 05:54:58	Lead	15	ana.garcia@swatsquad.com	Calidad de Contacto	Sin Calificar	Regular
34	2026-01-22 04:23:04	Lead	16	carlos.lopez@swatsquad.com	Status	Nuevo	Contactado
35	2026-01-22 16:23:04	Lead	16	lucia.herrera@swatsquad.com	Status	Contactado	Perdido
36	2026-01-17 10:09:17	Lead	17	roberto.silva@swatsquad.com	Status	Nuevo	Contactado
37	2026-01-16 16:09:17	Lead	17	sofia.martinez@swatsquad.com	Status	Contactado	Perdido
38	2026-01-26 15:14:04	Lead	18	sofia.martinez@swatsquad.com	Status	Nuevo	Contactado
39	2026-01-26 16:14:04	Lead	18	carlos.lopez@swatsquad.com	Status	Contactado	En Seguimiento
40	2026-01-26 22:14:04	Lead	18	sofia.martinez@swatsquad.com	Status	En Seguimiento	Calificado
41	2026-01-28 23:08:20	Lead	19	lucia.herrera@swatsquad.com	Status	Nuevo	Contactado
42	2026-02-03 00:08:20	Lead	19	lucia.herrera@swatsquad.com	Status	Contactado	En Seguimiento
43	2026-02-06 08:08:20	Lead	19	maria.torres@swatsquad.com	Calidad de Contacto	Sin Calificar	Regular
44	2026-01-05 12:42:23	Lead	20	ana.garcia@swatsquad.com	Status	Nuevo	Contactado
45	2026-01-07 10:42:23	Lead	20	pedro.mendez@swatsquad.com	Status	Contactado	Perdido
46	2026-01-13 22:14:27	Lead	21	carlos.lopez@swatsquad.com	Status	Nuevo	Contactado
47	2026-01-15 11:14:27	Lead	21	ana.garcia@swatsquad.com	Status	Contactado	No Calificado
48	2026-01-14 13:29:45	Lead	22	sofia.martinez@swatsquad.com	Status	Nuevo	Contactado
49	2026-01-19 05:29:45	Lead	22	lucia.herrera@swatsquad.com	Status	Contactado	No Calificado
50	2026-02-02 01:43:03	Lead	23	sofia.martinez@swatsquad.com	Status	Nuevo	Contactado
51	2026-02-02 20:43:03	Lead	23	carlos.lopez@swatsquad.com	Status	Contactado	En Seguimiento
52	2026-01-04 17:14:24	Lead	24	ana.garcia@swatsquad.com	Status	Nuevo	Contactado
53	2026-01-07 17:14:24	Lead	24	lucia.herrera@swatsquad.com	Status	Contactado	En Seguimiento
54	2026-01-06 16:14:24	Lead	24	lucia.herrera@swatsquad.com	Status	En Seguimiento	Calificado
55	2026-01-10 01:14:24	Lead	24	sofia.martinez@swatsquad.com	Status	Calificado	Paso a Ventas
56	2026-01-12 01:14:24	Lead	24	ana.garcia@swatsquad.com	Calidad de Contacto	Sin Calificar	Malo
57	2026-01-16 06:32:03	Lead	25	ana.garcia@swatsquad.com	Status	Nuevo	Contactado
58	2026-01-15 16:32:03	Lead	25	lucia.herrera@swatsquad.com	Status	Contactado	No Calificado
59	2026-01-19 15:37:15	Lead	26	sofia.martinez@swatsquad.com	Status	Nuevo	Contactado
60	2026-01-20 00:37:15	Lead	26	maria.torres@swatsquad.com	Status	Contactado	No Calificado
61	2026-01-24 16:09:25	Lead	28	carlos.lopez@swatsquad.com	Status	Nuevo	Contactado
62	2026-01-28 17:09:25	Lead	28	carlos.lopez@swatsquad.com	Status	Contactado	En Seguimiento
63	2026-01-12 01:35:10	Lead	29	pedro.mendez@swatsquad.com	Status	Nuevo	Contactado
64	2026-01-12 03:35:10	Lead	29	lucia.herrera@swatsquad.com	Status	Contactado	En Seguimiento
65	2026-01-16 11:35:10	Lead	29	maria.torres@swatsquad.com	Status	En Seguimiento	Calificado
66	2026-01-10 17:14:10	Lead	30	sofia.martinez@swatsquad.com	Status	Nuevo	Contactado
67	2026-01-09 08:14:10	Lead	30	pedro.mendez@swatsquad.com	Status	Contactado	Perdido
68	2026-01-18 09:33:54	Lead	31	pedro.mendez@swatsquad.com	Status	Nuevo	Contactado
69	2026-01-17 19:33:54	Lead	31	carlos.lopez@swatsquad.com	Status	Contactado	No Calificado
70	2026-01-20 13:33:54	Lead	31	lucia.herrera@swatsquad.com	Calidad de Contacto	Sin Calificar	Regular
71	2026-01-19 11:54:11	Lead	32	maria.torres@swatsquad.com	Status	Nuevo	Contactado
72	2026-01-22 17:54:11	Lead	32	maria.torres@swatsquad.com	Status	Contactado	No Calificado
73	2026-02-02 08:32:49	Lead	33	maria.torres@swatsquad.com	Status	Nuevo	Contactado
74	2026-02-05 05:32:49	Lead	33	ana.garcia@swatsquad.com	Status	Contactado	En Seguimiento
75	2026-02-05 21:32:49	Lead	33	sofia.martinez@swatsquad.com	Status	En Seguimiento	Calificado
76	2026-01-19 23:58:47	Lead	34	ana.garcia@swatsquad.com	Status	Nuevo	Contactado
77	2026-01-20 13:58:47	Lead	34	carlos.lopez@swatsquad.com	Status	Contactado	No Calificado
78	2026-01-07 00:07:18	Lead	35	maria.torres@swatsquad.com	Status	Nuevo	Contactado
79	2026-01-07 15:07:18	Lead	35	maria.torres@swatsquad.com	Status	Contactado	En Seguimiento
80	2026-01-08 14:07:18	Lead	35	pedro.mendez@swatsquad.com	Status	En Seguimiento	Calificado
81	2026-01-15 03:01:36	Lead	36	pedro.mendez@swatsquad.com	Status	Nuevo	Contactado
82	2026-01-19 00:01:36	Lead	36	carlos.lopez@swatsquad.com	Status	Contactado	Perdido
83	2026-01-14 00:21:37	Lead	37	carlos.lopez@swatsquad.com	Status	Nuevo	Contactado
84	2026-01-17 01:21:37	Lead	37	lucia.herrera@swatsquad.com	Status	Contactado	En Seguimiento
85	2026-01-17 09:21:37	Lead	37	roberto.silva@swatsquad.com	Calidad de Contacto	Sin Calificar	Excelente
86	2026-01-03 19:43:02	Lead	38	roberto.silva@swatsquad.com	Status	Nuevo	Duplicado
87	2026-01-24 14:19:09	Lead	39	maria.torres@swatsquad.com	Status	Nuevo	Contactado
88	2026-01-26 12:19:09	Lead	39	carlos.lopez@swatsquad.com	Status	Contactado	En Seguimiento
89	2026-01-31 12:19:09	Lead	39	maria.torres@swatsquad.com	Calidad de Contacto	Sin Calificar	Bueno
90	2026-01-24 16:19:11	Lead	40	ana.garcia@swatsquad.com	Status	Nuevo	Contactado
91	2026-01-26 08:19:11	Lead	40	pedro.mendez@swatsquad.com	Status	Contactado	Perdido
92	2026-01-23 12:47:07	Lead	41	sofia.martinez@swatsquad.com	Status	Nuevo	Contactado
93	2026-01-27 02:47:07	Lead	41	ana.garcia@swatsquad.com	Status	Contactado	En Seguimiento
94	2026-01-27 20:47:07	Lead	41	carlos.lopez@swatsquad.com	Status	En Seguimiento	Calificado
95	2026-01-29 06:47:07	Lead	41	ana.garcia@swatsquad.com	Status	Calificado	Paso a Ventas
96	2026-01-03 11:17:54	Lead	42	pedro.mendez@swatsquad.com	Status	Nuevo	Contactado
97	2026-01-06 04:17:54	Lead	42	pedro.mendez@swatsquad.com	Status	Contactado	En Seguimiento
98	2026-01-03 18:17:54	Lead	42	maria.torres@swatsquad.com	Status	En Seguimiento	Calificado
99	2026-01-22 23:29:36	Lead	43	sofia.martinez@swatsquad.com	Status	Nuevo	Duplicado
100	2026-01-09 23:13:21	Lead	44	sofia.martinez@swatsquad.com	Status	Nuevo	Contactado
101	2026-01-12 02:13:21	Lead	44	maria.torres@swatsquad.com	Status	Contactado	Perdido
102	2026-01-14 20:44:44	Lead	45	pedro.mendez@swatsquad.com	Status	Nuevo	Contactado
103	2026-01-18 18:44:44	Lead	45	maria.torres@swatsquad.com	Status	Contactado	No Calificado
104	2026-01-15 01:03:33	Lead	46	ana.garcia@swatsquad.com	Status	Nuevo	Contactado
105	2026-01-08 02:40:52	Lead	47	carlos.lopez@swatsquad.com	Status	Nuevo	Contactado
106	2026-01-08 13:40:52	Lead	47	pedro.mendez@swatsquad.com	Status	Contactado	En Seguimiento
107	2026-01-15 01:40:52	Lead	47	pedro.mendez@swatsquad.com	Calidad de Contacto	Sin Calificar	Bueno
108	2026-01-26 09:40:23	Lead	48	roberto.silva@swatsquad.com	Status	Nuevo	Contactado
109	2026-01-29 06:40:23	Lead	48	sofia.martinez@swatsquad.com	Status	Contactado	En Seguimiento
110	2026-02-02 19:40:23	Lead	48	ana.garcia@swatsquad.com	Status	En Seguimiento	Calificado
111	2026-01-30 04:40:23	Lead	48	maria.torres@swatsquad.com	Calidad de Contacto	Sin Calificar	Regular
112	2026-01-28 03:51:52	Lead	49	pedro.mendez@swatsquad.com	Status	Nuevo	Contactado
113	2026-01-05 05:02:32	Lead	50	maria.torres@swatsquad.com	Status	Nuevo	Contactado
114	2026-01-06 11:02:32	Lead	50	roberto.silva@swatsquad.com	Status	Contactado	En Seguimiento
115	2026-01-09 03:02:32	Lead	50	lucia.herrera@swatsquad.com	Status	En Seguimiento	Calificado
116	2026-01-10 10:47:44	Lead	51	roberto.silva@swatsquad.com	Status	Nuevo	Contactado
117	2026-01-11 02:47:44	Lead	51	maria.torres@swatsquad.com	Status	Contactado	En Seguimiento
118	2026-01-11 10:47:44	Lead	51	roberto.silva@swatsquad.com	Status	En Seguimiento	Calificado
119	2026-01-14 20:55:12	Lead	52	pedro.mendez@swatsquad.com	Status	Nuevo	Contactado
120	2026-01-18 08:55:12	Lead	52	lucia.herrera@swatsquad.com	Status	Contactado	Perdido
121	2026-01-30 06:00:13	Lead	53	lucia.herrera@swatsquad.com	Status	Nuevo	Contactado
122	2026-02-01 09:00:13	Lead	53	carlos.lopez@swatsquad.com	Status	Contactado	Perdido
123	2026-02-08 05:00:13	Lead	53	maria.torres@swatsquad.com	Calidad de Contacto	Sin Calificar	Excelente
124	2026-02-01 10:19:55	Lead	54	maria.torres@swatsquad.com	Status	Nuevo	Contactado
125	2026-02-02 18:19:55	Lead	54	pedro.mendez@swatsquad.com	Status	Contactado	Perdido
126	2026-01-19 06:39:16	Lead	55	carlos.lopez@swatsquad.com	Status	Nuevo	Contactado
127	2026-01-22 20:39:16	Lead	55	sofia.martinez@swatsquad.com	Status	Contactado	En Seguimiento
128	2026-01-28 06:19:51	Lead	56	pedro.mendez@swatsquad.com	Status	Nuevo	Contactado
129	2026-02-01 06:19:51	Lead	56	pedro.mendez@swatsquad.com	Status	Contactado	No Calificado
130	2026-01-29 22:03:46	Lead	57	pedro.mendez@swatsquad.com	Status	Nuevo	Contactado
131	2026-02-01 10:03:46	Lead	57	carlos.lopez@swatsquad.com	Status	Contactado	En Seguimiento
132	2026-01-31 22:03:46	Lead	57	ana.garcia@swatsquad.com	Calidad de Contacto	Sin Calificar	Malo
133	2026-02-03 10:21:15	Lead	58	pedro.mendez@swatsquad.com	Status	Nuevo	Contactado
134	2026-02-05 19:21:15	Lead	58	ana.garcia@swatsquad.com	Status	Contactado	No Calificado
135	2026-02-05 23:21:15	Lead	58	ana.garcia@swatsquad.com	Calidad de Contacto	Sin Calificar	Regular
136	2026-01-04 21:47:54	Lead	59	carlos.lopez@swatsquad.com	Status	Nuevo	Contactado
137	2026-01-07 11:47:54	Lead	59	pedro.mendez@swatsquad.com	Status	Contactado	Perdido
138	2026-01-06 18:08:48	Lead	60	maria.torres@swatsquad.com	Status	Nuevo	Contactado
139	2026-01-07 08:08:48	Lead	60	pedro.mendez@swatsquad.com	Status	Contactado	En Seguimiento
140	2026-01-10 16:08:48	Lead	60	carlos.lopez@swatsquad.com	Calidad de Contacto	Sin Calificar	Malo
141	2026-01-22 00:45:01	Lead	61	lucia.herrera@swatsquad.com	Status	Nuevo	Contactado
142	2026-01-25 12:45:01	Lead	61	lucia.herrera@swatsquad.com	Status	Contactado	No Calificado
143	2026-01-27 20:45:01	Lead	61	ana.garcia@swatsquad.com	Calidad de Contacto	Sin Calificar	Excelente
144	2026-01-21 14:59:46	Lead	63	ana.garcia@swatsquad.com	Status	Nuevo	Contactado
145	2026-01-22 09:59:46	Lead	63	sofia.martinez@swatsquad.com	Status	Contactado	En Seguimiento
146	2026-01-20 09:59:46	Lead	63	ana.garcia@swatsquad.com	Status	En Seguimiento	Calificado
147	2026-01-14 03:09:19	Lead	64	ana.garcia@swatsquad.com	Status	Nuevo	Duplicado
148	2026-01-08 23:55:58	Lead	65	sofia.martinez@swatsquad.com	Status	Nuevo	Contactado sin Respuesta
149	2026-01-10 02:55:58	Lead	65	ana.garcia@swatsquad.com	Calidad de Contacto	Sin Calificar	Regular
150	2026-01-09 08:17:20	Lead	66	ana.garcia@swatsquad.com	Status	Nuevo	Contactado
151	2026-01-11 20:17:20	Lead	66	pedro.mendez@swatsquad.com	Status	Contactado	No Calificado
152	2026-01-19 00:50:51	Lead	67	lucia.herrera@swatsquad.com	Status	Nuevo	Contactado
153	2026-01-18 12:50:51	Lead	67	carlos.lopez@swatsquad.com	Status	Contactado	En Seguimiento
154	2026-01-23 19:50:51	Lead	67	maria.torres@swatsquad.com	Status	En Seguimiento	Calificado
155	2026-01-17 15:26:44	Lead	68	roberto.silva@swatsquad.com	Status	Nuevo	Duplicado
156	2026-01-17 06:30:48	Lead	69	maria.torres@swatsquad.com	Status	Nuevo	Contactado
157	2026-01-20 03:30:48	Lead	69	maria.torres@swatsquad.com	Status	Contactado	Perdido
158	2026-01-15 03:27:28	Lead	70	sofia.martinez@swatsquad.com	Status	Nuevo	Contactado
159	2026-01-14 03:27:28	Lead	70	lucia.herrera@swatsquad.com	Status	Contactado	En Seguimiento
160	2026-01-26 08:11:30	Lead	71	roberto.silva@swatsquad.com	Status	Nuevo	Contactado
161	2026-01-28 10:11:30	Lead	71	ana.garcia@swatsquad.com	Status	Contactado	Perdido
162	2026-01-14 03:08:42	Lead	73	lucia.herrera@swatsquad.com	Status	Nuevo	Contactado
163	2026-01-17 04:08:42	Lead	73	sofia.martinez@swatsquad.com	Status	Contactado	En Seguimiento
164	2026-01-15 15:08:42	Lead	73	carlos.lopez@swatsquad.com	Status	En Seguimiento	Calificado
165	2026-01-12 18:14:50	Lead	74	roberto.silva@swatsquad.com	Status	Nuevo	Contactado sin Respuesta
166	2026-01-22 20:25:08	Lead	75	pedro.mendez@swatsquad.com	Status	Nuevo	Contactado
167	2026-01-26 03:25:08	Lead	75	sofia.martinez@swatsquad.com	Calidad de Contacto	Sin Calificar	Regular
168	2026-01-27 21:39:58	Lead	76	maria.torres@swatsquad.com	Status	Nuevo	Contactado
169	2026-01-28 18:39:58	Lead	76	pedro.mendez@swatsquad.com	Status	Contactado	No Calificado
170	2026-01-31 16:41:17	Lead	77	lucia.herrera@swatsquad.com	Status	Nuevo	Contactado
171	2026-02-04 13:41:17	Lead	77	ana.garcia@swatsquad.com	Status	Contactado	En Seguimiento
172	2026-02-08 12:41:17	Lead	77	pedro.mendez@swatsquad.com	Status	En Seguimiento	Calificado
173	2026-02-09 21:41:17	Lead	77	lucia.herrera@swatsquad.com	Calidad de Contacto	Sin Calificar	Regular
174	2026-01-19 12:34:03	Lead	78	maria.torres@swatsquad.com	Status	Nuevo	Contactado
175	2026-01-25 09:12:43	Lead	79	roberto.silva@swatsquad.com	Status	Nuevo	Contactado
176	2026-01-26 13:12:43	Lead	79	roberto.silva@swatsquad.com	Status	Contactado	En Seguimiento
177	2026-01-04 11:32:29	Lead	80	pedro.mendez@swatsquad.com	Status	Nuevo	Contactado
178	2026-01-07 09:32:29	Lead	80	ana.garcia@swatsquad.com	Status	Contactado	Perdido
179	2026-02-12 05:30:49	Lead	81	lucia.herrera@swatsquad.com	Status	Nuevo	Contactado
180	2026-02-12 19:30:49	Lead	81	ana.garcia@swatsquad.com	Status	Contactado	En Seguimiento
181	2026-02-03 17:25:27	Lead	82	lucia.herrera@swatsquad.com	Status	Nuevo	Contactado
182	2026-02-06 01:25:27	Lead	82	maria.torres@swatsquad.com	Status	Contactado	En Seguimiento
183	2026-02-10 09:25:27	Lead	82	pedro.mendez@swatsquad.com	Status	En Seguimiento	Calificado
184	2026-02-06 09:25:27	Lead	82	maria.torres@swatsquad.com	Status	Calificado	Paso a Ventas
185	2026-02-15 13:03:56	Lead	83	maria.torres@swatsquad.com	Status	Nuevo	Contactado
186	2026-02-18 00:03:56	Lead	83	pedro.mendez@swatsquad.com	Status	Contactado	En Seguimiento
187	2026-02-21 04:03:56	Lead	83	maria.torres@swatsquad.com	Calidad de Contacto	Sin Calificar	Malo
188	2026-02-07 01:42:09	Lead	84	lucia.herrera@swatsquad.com	Status	Nuevo	Contactado
189	2026-02-08 03:42:09	Lead	84	pedro.mendez@swatsquad.com	Status	Contactado	En Seguimiento
190	2026-02-11 02:42:09	Lead	84	sofia.martinez@swatsquad.com	Status	En Seguimiento	Calificado
191	2026-02-17 05:42:09	Lead	84	lucia.herrera@swatsquad.com	Status	Calificado	Paso a Ventas
192	2026-03-01 10:18:46	Lead	85	lucia.herrera@swatsquad.com	Status	Nuevo	Contactado
193	2026-02-28 23:18:46	Lead	85	roberto.silva@swatsquad.com	Status	Contactado	Perdido
194	2026-02-03 02:19:48	Lead	88	sofia.martinez@swatsquad.com	Status	Nuevo	Contactado
195	2026-02-07 06:19:48	Lead	88	roberto.silva@swatsquad.com	Status	Contactado	En Seguimiento
196	2026-02-08 04:19:48	Lead	88	pedro.mendez@swatsquad.com	Status	En Seguimiento	Calificado
197	2026-02-12 06:19:48	Lead	88	lucia.herrera@swatsquad.com	Status	Calificado	Paso a Ventas
198	2026-02-12 22:58:22	Lead	89	roberto.silva@swatsquad.com	Status	Nuevo	Contactado
199	2026-02-14 10:58:22	Lead	89	lucia.herrera@swatsquad.com	Status	Contactado	En Seguimiento
200	2026-02-16 03:58:22	Lead	89	pedro.mendez@swatsquad.com	Status	En Seguimiento	Calificado
201	2026-02-14 08:58:22	Lead	89	lucia.herrera@swatsquad.com	Status	Calificado	Paso a Ventas
202	2026-02-14 00:58:22	Lead	89	lucia.herrera@swatsquad.com	Calidad de Contacto	Sin Calificar	Regular
203	2026-02-09 23:27:12	Lead	90	roberto.silva@swatsquad.com	Status	Nuevo	Contactado
204	2026-02-08 19:27:12	Lead	90	lucia.herrera@swatsquad.com	Status	Contactado	En Seguimiento
205	2026-02-16 22:54:35	Lead	91	pedro.mendez@swatsquad.com	Status	Nuevo	Contactado
206	2026-02-19 01:54:35	Lead	91	ana.garcia@swatsquad.com	Status	Contactado	En Seguimiento
207	2026-02-23 21:54:35	Lead	91	roberto.silva@swatsquad.com	Status	En Seguimiento	Calificado
208	2026-02-26 21:54:35	Lead	91	roberto.silva@swatsquad.com	Status	Calificado	Paso a Ventas
209	2026-02-21 16:08:34	Lead	92	roberto.silva@swatsquad.com	Status	Nuevo	Contactado
210	2026-02-22 23:08:34	Lead	92	sofia.martinez@swatsquad.com	Status	Contactado	En Seguimiento
211	2026-03-01 23:08:34	Lead	92	lucia.herrera@swatsquad.com	Status	En Seguimiento	Calificado
212	2026-02-23 23:08:34	Lead	92	sofia.martinez@swatsquad.com	Status	Calificado	Paso a Ventas
213	2026-02-15 20:55:02	Lead	93	roberto.silva@swatsquad.com	Status	Nuevo	Contactado
214	2026-02-16 20:55:02	Lead	93	pedro.mendez@swatsquad.com	Status	Contactado	En Seguimiento
215	2026-02-21 14:41:39	Lead	94	maria.torres@swatsquad.com	Status	Nuevo	Contactado
216	2026-02-20 05:41:39	Lead	94	roberto.silva@swatsquad.com	Status	Contactado	En Seguimiento
217	2026-02-26 03:41:39	Lead	94	carlos.lopez@swatsquad.com	Calidad de Contacto	Sin Calificar	Malo
218	2026-02-25 13:49:29	Lead	96	lucia.herrera@swatsquad.com	Status	Nuevo	Contactado
219	2026-03-02 14:49:29	Lead	96	maria.torres@swatsquad.com	Status	Contactado	Perdido
220	2026-02-18 16:33:07	Lead	97	carlos.lopez@swatsquad.com	Status	Nuevo	Contactado sin Respuesta
221	2026-02-19 04:33:07	Lead	97	maria.torres@swatsquad.com	Calidad de Contacto	Sin Calificar	Malo
222	2026-02-22 20:55:13	Lead	98	ana.garcia@swatsquad.com	Status	Nuevo	Contactado
223	2026-02-24 08:55:13	Lead	98	roberto.silva@swatsquad.com	Status	Contactado	Perdido
224	2026-02-25 03:30:30	Lead	99	carlos.lopez@swatsquad.com	Status	Nuevo	Contactado
225	2026-02-26 23:30:30	Lead	99	maria.torres@swatsquad.com	Status	Contactado	Perdido
226	2026-02-25 23:18:30	Lead	100	ana.garcia@swatsquad.com	Status	Nuevo	Contactado
227	2026-02-27 05:18:30	Lead	100	lucia.herrera@swatsquad.com	Status	Contactado	En Seguimiento
228	2026-03-04 19:18:30	Lead	100	carlos.lopez@swatsquad.com	Status	En Seguimiento	Calificado
229	2026-02-13 09:16:04	Lead	101	pedro.mendez@swatsquad.com	Status	Nuevo	Contactado
230	2026-02-13 11:16:04	Lead	101	sofia.martinez@swatsquad.com	Status	Contactado	En Seguimiento
231	2026-02-28 06:17:29	Lead	102	sofia.martinez@swatsquad.com	Status	Nuevo	Contactado
232	2026-03-01 20:17:29	Lead	102	pedro.mendez@swatsquad.com	Status	Contactado	En Seguimiento
233	2026-02-28 04:17:29	Lead	102	maria.torres@swatsquad.com	Status	En Seguimiento	Calificado
234	2026-02-28 22:17:29	Lead	102	pedro.mendez@swatsquad.com	Status	Calificado	Paso a Ventas
235	2026-02-11 02:52:01	Lead	103	ana.garcia@swatsquad.com	Status	Nuevo	Contactado
236	2026-02-11 06:52:01	Lead	103	carlos.lopez@swatsquad.com	Status	Contactado	Perdido
237	2026-02-11 13:20:21	Lead	104	carlos.lopez@swatsquad.com	Status	Nuevo	Contactado
238	2026-02-15 16:20:21	Lead	104	maria.torres@swatsquad.com	Status	Contactado	En Seguimiento
239	2026-02-14 20:20:21	Lead	104	sofia.martinez@swatsquad.com	Calidad de Contacto	Sin Calificar	Bueno
240	2026-02-25 14:14:40	Lead	105	maria.torres@swatsquad.com	Status	Nuevo	Contactado sin Respuesta
241	2026-03-04 02:14:40	Lead	105	ana.garcia@swatsquad.com	Calidad de Contacto	Sin Calificar	Regular
242	2026-03-02 16:35:28	Lead	106	carlos.lopez@swatsquad.com	Status	Nuevo	Contactado
243	2026-03-03 17:35:28	Lead	106	ana.garcia@swatsquad.com	Status	Contactado	Perdido
244	2026-02-16 22:42:34	Lead	107	roberto.silva@swatsquad.com	Status	Nuevo	Contactado
245	2026-02-16 17:42:34	Lead	107	carlos.lopez@swatsquad.com	Status	Contactado	En Seguimiento
246	2026-03-01 16:45:27	Lead	108	lucia.herrera@swatsquad.com	Status	Nuevo	Contactado
247	2026-03-04 18:45:27	Lead	108	sofia.martinez@swatsquad.com	Status	Contactado	En Seguimiento
248	2026-03-08 00:45:27	Lead	108	pedro.mendez@swatsquad.com	Status	En Seguimiento	Calificado
249	2026-03-08 14:45:27	Lead	108	roberto.silva@swatsquad.com	Status	Calificado	Paso a Ventas
250	2026-03-09 18:45:27	Lead	108	pedro.mendez@swatsquad.com	Calidad de Contacto	Sin Calificar	Malo
251	2026-02-05 20:50:14	Lead	109	ana.garcia@swatsquad.com	Status	Nuevo	Contactado
252	2026-02-06 12:50:14	Lead	109	sofia.martinez@swatsquad.com	Status	Contactado	En Seguimiento
253	2026-02-13 06:33:43	Lead	110	maria.torres@swatsquad.com	Status	Nuevo	Contactado
254	2026-02-14 13:33:43	Lead	110	maria.torres@swatsquad.com	Status	Contactado	En Seguimiento
255	2026-02-22 06:33:12	Lead	111	lucia.herrera@swatsquad.com	Status	Nuevo	Duplicado
256	2026-02-27 07:54:37	Lead	112	lucia.herrera@swatsquad.com	Status	Nuevo	Contactado
257	2026-03-03 01:54:37	Lead	112	maria.torres@swatsquad.com	Status	Contactado	En Seguimiento
258	2026-02-28 00:54:37	Lead	112	ana.garcia@swatsquad.com	Status	En Seguimiento	Calificado
259	2026-02-27 19:54:37	Lead	112	pedro.mendez@swatsquad.com	Status	Calificado	Paso a Ventas
260	2026-02-27 03:54:37	Lead	112	pedro.mendez@swatsquad.com	Calidad de Contacto	Sin Calificar	Regular
261	2026-02-09 12:23:36	Lead	113	sofia.martinez@swatsquad.com	Status	Nuevo	Contactado
262	2026-02-16 17:23:36	Lead	113	pedro.mendez@swatsquad.com	Calidad de Contacto	Sin Calificar	Regular
263	2026-02-20 02:18:09	Lead	115	maria.torres@swatsquad.com	Status	Nuevo	Contactado
264	2026-02-22 02:18:09	Lead	115	pedro.mendez@swatsquad.com	Status	Contactado	No Calificado
265	2026-02-23 04:18:09	Lead	115	lucia.herrera@swatsquad.com	Calidad de Contacto	Sin Calificar	Malo
266	2026-02-26 11:12:05	Lead	116	ana.garcia@swatsquad.com	Status	Nuevo	Contactado
267	2026-02-28 04:12:05	Lead	116	sofia.martinez@swatsquad.com	Status	Contactado	En Seguimiento
